# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
source_sha	subject	decision	initial_europa_sha	reviewed_code_sha	pr	review	validation
8996286a95ce9dc8c9648f8f07909b9d289d0e50	Network Extension: Orchestrate external Network devices (#13032)	Adapted	0d8c07ea1df41f7ef1b16dd9a318b214db46ced8	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Network Extension integrated with isolated SQL delta and preserved Europa locale keys; existing Storage Service interfaces retained New S6 journal phase installs DDL for existing same-version DBs; earlier completed phases are unchanged.	s6-verification.ko.md
c46fb707576fa4db11323579999b42cad6431ca7	vxlan: Update documentation inside modifyvxlan-evpn.sh (#13584)	Applied	a47be57060d76d170da534b607858b1a03658ea1	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
4816e059383db0b056dd016c50e7edd47dbb1c88	KVM: add configurable MAC/IP script hook for static ARP/NDP and routes (#13495)	Applied	0db51d0eaedf8bbc6da560ebfdee8e94f7326868	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
b26b70c40d60afe2606aca2a59945e3aec707539	Fix public IP range addition form (#13356)	Applied	0d4b05a92fda1abd2a02a0ad5dcafeaa669a3559	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
4244c2cc102cc7decfb166147adf5161c8e29f1f	UI: Allow selecting network for VNF nics if template is a non deploy-as-is template (#13423)	Already Satisfied	61b0f80721	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Exact duplicate of e689c02b689c; VNF non-deploy-as-is path and offering filtering retained and reviewed with template/VM suites.	s6-verification.ko.md
78d9cb5abd633ff740352637dce417346b0b8a80	dynamic vm.network.throttling.rate global configuration (#12567)	Adapted	1f183904572b6f21234be11b847870f7301c3ece	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Make VM throttling dynamic and zone scoped while preserving Europa 10000 Mbps default and HAProxy/Netris/DHCP settings Preserve Europa default network.throttling.rate 10000 Mbps; allowed configured values and unsigned schema retained.	s6-verification.ko.md
b36f06482fad3c5fa15cae02df0d696b4f659fc7	fix misleading error message (#13450)	Adapted	234ca49f6b3a5628ad971135e6b7e4438339d262	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Use accurate backup-offering restriction message preserving S5B access/host checks	s6-verification.ko.md
13822b1ac1f8295c12fb82acd4b74a1b5726196c	Support Firewall for public IPs in VPC (#12706)	Adapted	789f665af03f53d6335c183985463cec8306e0bc	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed. New S6 journal phase installs DDL for existing same-version DBs; earlier completed phases are unchanged.	s6-verification.ko.md
7900b2715a2b79f41582a64a514f06000242d623	server: fix clone network offerings with detail internetProtocol=IPv4 (#13615)	Applied	b8d848c48709b3047e52f67bc49534f9b0300176	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
0339f31fb5e94727a32aaeb1fdeb3c333ee5fd83	UI: fix blank page when list Other OSes in VNF appliance deployment (#13620)	Applied	8f1cc2eb860dd8d54e364470aa2efacae94777e5	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
dd3427d91401f820ba5746403696a6146ab42328	UI: fix cannot update physical network (#13810)	Applied	ccc361ca9373d55229d007b48b46887223515219	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Restore extensionenabledproviders after Network Extension introduction; source fix was already in baseline but is needed again after the feature pick.	s6-verification.ko.md
5432a04ae6e053658ae58c12867408cef9d12935	Ensure VM IP is removed from VR DHCP records in dnsmasq.leases after expunge VM (#13194)	Adapted	194959b3bcdf4f6a0491ac66c069d2b895f0667e	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed. Keep original DHCP lease owner/mode and delete leftover temporary file on failure; focused Python regression passed.	s6-verification.ko.md
4e4a26b49ef19e892a4b695b6291b21f2117c70b	dns: prevent creation of cross-tenant conflicting DNS zones in the same server (#13946)	Applied	84f096b222f2290c5b8c10eb11c41c16980325b4	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
158fe4fad5328d5a6f42fabf30b9b2e0738d3949	DNS Provider URL Validation (#13821)	Applied	834c468fda0089fe5d8c82838d0ae138977e29ad	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Source change applied; related API/manager/provider tests and full reactor regression reviewed.	s6-verification.ko.md
13742921d1ec3eacd529e0c361bde77071bcaa33	Fix simulator test failures on main (#13608)	Applied	e57a72d8f4fd35906d81183608aab3aa2c0ec93d	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Remove Firewall service => forVpc inference now VPC Firewall is integrated; shared/security-group listing semantics retained.	s6-verification.ko.md
e2012133599af9e2866e1cd58cc3d70081710a46	markdown table format fixes (#13848)	Applied	51505e10746e773cf375312b2593603a898c9608	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Network Extension README table corrected; ONTAP README counterpart already completed in S5B. Entire source reviewed.	s6-verification.ko.md
856d83a15eeef23806c896fa4fddbec136b28613	Merge branch '4.22'	Already Satisfied	1159774943e6b8a9542260ed7a154121ef0cf480	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Empty remerge; NSX NAT getter/name match and regression already present. All in-scope side sources resolved.	s6-merge-review.tsv; s6-verification.ko.md
8906aa1d460166044feb11f5a511a140ca776281	Merge branch '4.22'	Adapted	1159774943e6b8a9542260ed7a154121ef0cf480	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	DH groups22/23/24/31 and preferred AES256/SHA256/Curve25519 integrated into shared VpnCustomerGateway. Preserve allowlist exclusions, existing edit values and parent form composition; three UI regressions.	s6-merge-review.tsv; s6-verification.ko.md
21b2025c5055d4580e828f708d406510853f0060	Merge release branch 4.20 to 4.22	Already Satisfied	1159774943e6b8a9542260ed7a154121ef0cf480	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Empty remerge; provider, public IP selection and VPC offering side changes are complete.	s6-merge-review.tsv; s6-verification.ko.md
67b849f3efd16f5c353501d176a42e45d87acb44	Merge release branch 4.22 to main	Already Satisfied	1159774943e6b8a9542260ed7a154121ef0cf480	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	S1 original remerge SHA256 verified (regeneration has a missing synthetic blob); 168 paths reviewed. Keep 4.23 snapshot version instead of older release POM/Docker/Marvin versions; unique StatsCollector injection/test mocks preserved. Earlier S2/S5A/S5B reviews retained; S6 VNF/statistics additions and pt_BR keys do not undo resolutions.	s6-merge-review.tsv; s6-verification.ko.md
c7e2c748f74619e3b0454d6f2904b89abaf39003	Merge remote-tracking branch 'apache/4.20' into 4.22	Already Satisfied	1159774943e6b8a9542260ed7a154121ef0cf480	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Retain S3 JSONContentType, S4/S5A upgrade chain and batched DRS lookup (Europa UserVmDetailsDao), S5B asynchronous upload validation. S6 adds independent journal phase and VNF template change without reverting these contracts. All in-scope side sources resolved.	s6-merge-review.tsv; s6-verification.ko.md
846803db0766e95e618d0675186268c4d31fefb0	Merge remote-tracking branch 'apache/4.22'	Already Satisfied	1159774943e6b8a9542260ed7a154121ef0cf480	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	NetworkOrchestrator registers DHCP timeout plus VM/network throttling together, retaining Europa default10000 and Netris/HAProxy parameters. Backup offering rejection message matches selected instance; S5B authorization/restore contracts retained.	s6-merge-review.tsv; s6-verification.ko.md
e1cf0f335a7f2e4b6cd71c3147ef64bcd89d486e	Merge branch 4.22 to main	Already Satisfied	1159774943e6b8a9542260ed7a154121ef0cf480	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Empty remerge; VNF Other OS blank handling now applied, other side source resolved in earlier batch.	s6-merge-review.tsv; s6-verification.ko.md
7fd56e573b8d6055b2d560babc9ad1f6c25d5d32	Merge remote-tracking branch 'apache/4.20' into 4.22	Already Satisfied	1159774943e6b8a9542260ed7a154121ef0cf480	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	S3/S5A/S5B resolution reviews retained: unique DeployVM fields, LDAP response, duplicate-host check, reservation/userdata, backup wrapper and mocks. Those paths remain unchanged from S5C except DNS entity handling in AccountManager. DHCP source now complete; whole side set resolved.	s6-merge-review.tsv; s6-verification.ko.md
efa58cc52fca2c58840b8c83b583e3e36f0f5577	Merge remote-tracking branch 'origin/4.22'	Already Satisfied	1159774943e6b8a9542260ed7a154121ef0cf480	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	Retain reviewed S3 APIChecker/API-key intersection, webhook ACL/redirect/future, OAuth domain fallback/secret masking and S5B backup/LINSTOR implementation. S6 only adds DNS ACL entity handling and Network Extension/VR routes at resolution paths; no previous resolution undone. All in-scope side sources complete.	s6-merge-review.tsv; s6-verification.ko.md
02182a1572a12a89fc2f429f57bcec6f9e6ad7c0	Merge branch '4.23.0-merge-4.22.1.1' into main	Already Satisfied	1159774943e6b8a9542260ed7a154121ef0cf480	1159774943e6b8a9542260ed7a154121ef0cf480	https://github.com/ablecloud-team/ablestack-cloud/pull/1037	AccountManager public privilege methods and API-key/role checker intersections retained, MockAccountManager method boundaries compile. Prior S3 tests retained; nested forward merges and DHCP source now resolved.	s6-merge-review.tsv; s6-verification.ko.md
