# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
source_sha	workstream	subject	decision	initial_europa_sha	verified_source_sha	pr	review	verification
6786d45951a5faf26ce3caa7fffecb880bbfd5e0	S5B	fix(linstor): surface ambiguous template fallbacks and legacy orphan cleanup (#13078)	Applied	62667b5682a2a3cc5d52980017bdb8e025fc4077	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Resolve LINSTOR resource ambiguity using the intended matching resource instead of an arbitrary first result.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
a1959f2dc2e93badc5f3e04a85922f9d391c8ba0	S5B	backup: veeam kvm integration (#12991)	Adapted	a974cb5708a068614283912f71beb1511dfd9bda	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Integrate Veeam control service, blank VM/volume contracts and image transfer lifecycle. Preserve S3 async secret encryption, user/project ACL, KVDO and existing VM protection. Place DB additions in named S5B phase. Synchronize unregister with active image requests.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
ce9793c0bef6e33034a1c23bbbca95d7adcccbd7	S5B	CLVM enhancements and fixes (#12617)	Adapted	479cc29b337004e4aeee1c6a769f116be7ba7f1c	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Integrate Apache #12617 CLVM/CLVM_NG adaptor and locking. Preserve storage-specific provider lookup, RBD parent/thin, FTCTL guards and ISO slot semantics; include both subsequent CLVM fixes.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
4d54125bb62de999cba3b3b05622a391fc564985	S5B	CLVM: Fix volume mapping and disk path matching for storage migration (#13468)	Applied	a83058de6f52b4e716cbcf4d21a24729fea0c4d4	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Carry CLVM lightweight same-VG migration and volume basename handling with the new adaptor.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
8a42d17cf26ed9099543bf71edcfb1fff8fc9f88	S5B	CLVM/ISO: Ensure volume is created on the same host as the VM being deployed on (#13748)	Applied	6e4c4c445ace3ce0caba315191292a970d863022	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Keep CLVM ISO attachment on the selected/same host and preserve primary ISO plus multi-ISO slots.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
5ed4894e97b03b8f49cc10e2094bde980f7adfa0	S5B	storage: Add config keys for controlling public/private template secondary storage replica counts (#12877)	Adapted	6c22e5f2add130e8e7fd1f7191cc26a8ea04b633	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Integrate per-zone template replica limits and copy accounting. Supplement all-zone upload with candidate-zone/SSVM fallback and single pivot. Document eventual pruning rather than claiming atomic reservation.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
2032bbd7f678b4a224d8a7d107902496655f1b1e	S5B	Addition of the status filter in the backup listing API  (#13254)	Adapted	74c16a17138ee5e071cf455f690fbb6a64d0f706	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Add backup status filter and deleted template/volume statuses; scope UI status choices to listBackups so other search APIs retain existing behavior.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
3327e1449c5b1681b5483ac28ea65070d225e498	S5B	CloudStack Volume support with ONTAP storage (#13053)	Adapted	6caf5f172d66c66e6fcdefddd277ef9a1a42ff4f	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Integrate ONTAP provider modules, lifecycle, snapshots, UI and follow-up fixes. Preserve Glue/custom provider choices, share storage snapshot detail key, use inherited build test policy.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
0231e67b9d9adf1ac0b4a4bd7a9acbf654e09cbc	S5B	Linstor: Add controller token auth support (#13470)	Adapted	5f0e5ad271592c45cfa10e52aaca7b447f7d2295	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Integrate per-pool LINSTOR API tokens and TLS options, default certificate verification on, mask UI tokens and preserve agent auth.json fallback.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
daa2e61eefb1f81ad0e65b341cdee3aa40b23fa4	S5B	Fix encryption and migration not working on Shared mountpoint (#13537)	Adapted	e88544af27933fab025bab0a46851c974c0bd927	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Integrate encrypted SharedMountPoint migration while retaining Europa clone/KVDO and resource safety contracts; full KMS feature remains S5C.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
9f281c48517d89495109f36c29635e039e20bd07	S5B	NAS backup: resume paused VM on backup failure and fix missing exit (#12822)	Applied	cfe928c51eba9c93ddd791b5d1f66dc61b086bc3	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Resume a VM paused during failed NAS backup cleanup and surface cleanup failures.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
89b2b030e024fb9ebcfe49b6bea900be29fa6fcb	S5B	veeam-control-service: fix vm pagination (#13383)	Applied	d46f617cd3cead6b993c567ed1650afb9bef0f93	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Use Veeam backup paging to avoid silently truncated backup lists.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
f9a94518606910aa080201390ea0b3d6c22db080	S5B	[NAS Backup] Suppress Errors in Disk Usage Calculation that Caused Backup to Fail (#13424)	Applied	3b61ee427c61795b0de37ac82362d4d8422a22e0	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Use byte-based NAS backup directory size calculation.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
42322a59c7d68247db03a538582e4c9ea1b259d5	S5B	feat(backup): incremental NAS backup support for KVM (#13074)	Adapted	1488d0c10a8af55d2a5e4ce7751ae25709531b7e	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Integrate per-volume NAS incremental bitmap/checkpoint chains, retention and flattening restores. Preserve schedule IDs, external provider hooks, argv execution and bounded conversion timeout; do not modify ABLESTACK NAS scripts.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
ba837fb8a801a4175b49533318a6e7533f59edb4	S5B	Incremental nas backup fixes (#13571)	Applied	eea25b15f070e4736ad6fbaa5f7ff2e639633d99	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Apply NAS incremental follow-up error handling together with the feature.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
20e9980b60a5b646a6f73f85d72dd42efe2d82ec	S5B	backup: allow third-party backup provider plugins in configuration (#13332)	Adapted	bb71aabcc40864236a2adb799e77c64d2679527b	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Allow third-party backup provider registration while keeping all existing Europa providers and interfaces compatible.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
57671274d868305eee4e588fda7cdce392400b1a	S5B	linstor: fix encrypted volume snapshot backup and restore (#13486)	Applied	267735cea967cfcf30073c2f6c9e83e15531a793	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Apply LINSTOR encrypted snapshot backup/restore correction with destination TLS/token handling; S5C owns remaining KMS policy.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
ff9ee24d1250c9d394ae60af8c70120416045691	S5B	Fix local upload from browser failing due to ssvm cert not trusted (#13204)	Adapted	d435b53f08f933daffcedb74aedc50ee68ab2e04	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Add SSVM certificate probe and retry UI while retaining getAPI authentication and x-host/signature upload headers.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
357186d64d0819fc8321b734b69b691ef09e4412	S5B	flasharray: fall back to array capacity when pod has no quota (#13050)	Adapted	8223f78115bc53a892eb04fba8dcda186dc941e8	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Integrate FlashArray capacity statistic correction without losing Europa storage metrics.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
a3970bb15301f421305f375d37ed5cd61db578b6	S5B	Fix convert command's timeout for snapshot commands (#13210)	Adapted	6509ba346c987c5431704ae48889b9c4b0f53119	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Use configurable/long snapshot conversion timeouts and preserve cleanup and filename ownership.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
8225668688d15b776182d3849cd2c94167678bbe	S5B	Fix QEMU convert command timeout for incremental snapshots (#13212)	Applied	cba428c84b8ae6719bfbcf9c21909179eefcd394	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Preserve correct incremental rebase paths and parent metadata after NAS backup.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
63c142be261753314bb8d33446f20ab553aefec9	S5B	KVM: fix LUKS/volume-encryption detection for qemu-img >= 10.1.0 (#13587)	Applied	e20e0f05e54b299b83d1d432cc59ef3c18909022	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Recognize QEMU >=10.1 encrypted volume format and preserve legacy format behavior.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
e8df87e89be3a1834e163c01ef395fe220a72027	S5B	flasharray: authenticate via REST 2.x api-token and discover API version (#13060)	Adapted	319fb20350a1e1ada87989c0aa407b753cf25beb	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Discover FlashArray REST API version and authenticate via REST 2.x API token; retain Europa error/credential handling.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
a6b31286f061d0e2b71233ac9136730b6ce5285e	S5B	[Veeam] Fix for dirty context not being returned on el9	Applied	a22dcd12d9bab9c7bfdb67d50168c156cab23c61	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Use the supported EL9 Veeam dirty context behavior with the initial Veeam integration.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
028e1ef8eaefcaeb80ac9f313cd8b2ae04d672d5	S5B	Netapp ONTAP bugfixes for 4.23.0 (#13578)	Adapted	824c66f8437ca723945094571c8337bcd8d5a3ac	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Apply ONTAP follow-up corrections while keeping Europa provider registration and build/test settings.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
0da37409cc2831de01b09962313370b4b2800a01	S5B	nasbackup: fix backup stopped vm on Ubuntu 26.04 (#13643)	Applied	5749d804edadfc04a8fcc5c81d83b3e4339c4068	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Support NAS backup for stopped guests with current OS/QEMU combinations; stopped path uses full conversion.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
424f0dfdf5d6126485339a3a2470e7f16136dfa2	S5B	nasbackup: fix agent.log is cleaned when backup stopped vm (#13641)	Applied	5b7fd039bb5c9d7a2e9c6ed264f7376782f5391a	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Append NAS diagnostics without truncating existing agent logs.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
f4c0c312f6b1d314009d8fd177fdf69d7e54ba04	S5B	ConfigureStorageAccessCmd: Allow storage access configuration on empt… (#578) (#13551)	Applied	f269c2051bffd553309316ec7323dc011e683867	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Configure datastore when no cluster exists using the appropriate scope; preserve scope validation.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
532852824a9729ff9f073e3678d9d0bd8afeb059	S5B	Add debug logging when storage pool has insufficient IOPS capacity (#13579)	Applied	09c624f9c9164d1bc8e17b7f98ed714a68c8f560	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Keep storage IOPS tracing at debug level.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
85bcdb1cc4862bc82e27159f339fc05bfd8a46af	S5B	Fix NAS backup filename for legacy LINSTOR path (#13538)	Adapted	0f8e61753b3e5bdb27871bfd675dc6dc36e8dafb	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Resolve legacy raw DRBD paths to stable LINSTOR UUIDs for both backup XML and postprocessing. Prefer manager-supplied volume UUIDs and retain per-disk incremental parents; never add qcow bitmap to raw DRBD devices.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
cd486acc9393986c13497ff3c4504982a14c8fb2	S5B	"kvm: execute ""qemu-img convert"" by Script.executeCommandForExitValue"	Already Satisfied	0f8e61753b3e5bdb27871bfd675dc6dc36e8dafb	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Already satisfied by the earlier NAS adaptation: restore qemu conversion uses an argument array and timeout, with fail-closed metadata inspection; no empty cherry-pick.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
66132f83eaec000e3cb0ca94539aaa93bd6ba2bc	S5B	Introduce new backup provider (KBOSS) (#12758)	Adapted	c87dca3c57642409439f2ec1563a220c2ba8c10c	d7b88c24e3630de4d8b277d1a890599ff85e4672	https://github.com/ablecloud-team/ablestack-cloud/pull/1035	Integrate KBOSS compression/validation/quick restore/storage data model and jobs. Preserve multi-provider dispatch and four-argument schedule-aware backup API, NetBackup persistent restore guards and S4 resource reservations. Create strict-SQL compatible per-volume backup view only in S5B phase.	Local noredist/simulator regression, UI351, image-server122, NAS shell9, MySQL fresh/whole014/S5A upgrade and all17 DDL interruption retries, management API. See s5b-verification.ko.md and s5b-local-tests.tsv; official final-head Actions are linked from PR1035. Physical tests deferred to #1025 after all code merges.
