# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
source_sha	workstream	subject	decision	initial_europa_sha	verified_source_sha	pr	review	verification
2081ac4666e2763755f4c34806a783d0f13f03fd	S5A	Guest OS rules (#10098)	Adapted	e15a67a996fc177ebd623131b2cad9cd4947a142	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Add guest OS rules after original host candidate, UEFI and TPM constraints; extend JsInterpreter and Quota callers together without removing migration IP support.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
ea6cbada9b2faf7e55bbd6273af4e86ef68b363d	S5A	Multiple CD-ROM / ISO Support Per VM (#13101)	Adapted	becf34643b7c26e2de2976605c8be81c462fbae3	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Add ISO mapping and first-free slots while retaining primary user_vm.iso_id and config-drive slot. Serialize API attach/detach by VM, retain direct-download and router paths.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
82986f6cff9d1debdf63f3d47a04fc9ccf6e3319	S5A	Refactors VM Schedule to make it more generic & add option to schedule min & max for autoscaling groups (#13148)	Adapted	5d0a34b072cf51bfa4ccbb082075adb9d375c637	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Add generic schedules and legacy wrappers with retryable S5A DB phase; preserve legacy role/API-key restrictions for VM targets and FTCTL/GuestNetwork tabs.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
36fedce9888e25a4dedb2b792e336891f625b94c	S5A	test: cleanup resources in test_deploy_vm_iso, use base class tearDown (#13136)	Applied	9b98eafa21a112fa846ee75496cc1de7a0e81c1d	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Remove unused TemplateManager ISO test fixture after multi-ISO adaptation.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
b7d4df0a11f634b23907531ef0349a3842446046	S5A	Add more details to VM deployment failure alert messages (#12939)	Applied	e002f3e467602dbc0a4b69da55a47136806ca9c4	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Emit VM deployment-failure alerts with existing Europa cleanup and reservation behavior.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
348ceaff33dcf50417ff1c5b78f77d48db95c7e2	S5A	kvm: get ip address of Windows vms via virsh domifaddr (#12651)	Applied	aeb5b314a0d17f0a78631c7e87a4744949f011ac	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Use domain-interface address lookup for Windows KVM guest discovery.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
135922fa63ba7d2708e0026ac5d06d0dfd212792	S5A	listHosts: add 'core' details (#13444)	Adapted	2ca21a1a6e785fdb3988b369227cfad0a63b7952	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Guard expensive host response details for core list responses; retain Europa guest OS rules, migration IP, TPM and null-safe management-server fields.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
7c2a8768e67409247cc592d043044d165d5dd506	S5A	check state instead of power state on change offering for ROOT volume (#13271)	Adapted	8b27a422f833d02fd5f91d0518efb2b59de983d5	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Use CloudStack stopped/running state for VMware root-volume offering decisions; preserve S4 reservation handling.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
4262c026d0a7c4e17c6350a25b2c996da9c3cc48	S5A	KVM HA: Fix CheckOnHostAnswer success flag when there is no heartbeat (#13373)	Applied	02902d5c098d7ae363626cfa4a5c0309296fe8b0	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Require successful determined agent answers before declaring a host dead; failed or unknown answers remain undetermined.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
40b3ef36aa9e96e88434bb2aaee87c168796835b	S5A	kvm: Disabled the setting reboot.host.and.alert.management.on.heartbeat.timeout by default (#10111)	Applied	279b4cd87db26025d66b8bad592e0196b33db128	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Disable storage-heartbeat reboot by default; retain Europa opt-in and non-destructive HA recovery contract.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
f07b7d8c078a7cbca5eb25b08cc4936b688fdfb2	S5A	Add Guest OS mapping for windows server 2025 on VMware (#12358)	Applied	3ceb0dfc83cfc63e21efe9ee84d7865754039200	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Add Windows Server 2025 VMware 11 mapping through both fresh schema and named same-version S5A migration.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
72197fea6c67aecc70de4124d6e308fd2b899869	S5A	[VMware to KVM] Cleanup leftover migrated volumes in case of migration failures (#13151)	Adapted	368e8e5cecc7d6c4f05351ea0be6662e75c5363e	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Clean only conversion UUID-owned files, never XML-referenced parent disks; keep registered storage provider, reject partial destination lists, preserve original import failures.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
333973ab3cd1a692dc34d536776c8cc21ebc75e1	S5A	Add xenserver.create.full.clone global setting (#13114)	Adapted	b9f2456652f5a3a3ce0bcf1763f81098237aaa95	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Pass XenServer full-clone setting while preserving Europa snapshot/clone options and existing host locking.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
b642bbe38e132481906a65f5f73ada177aea8e00	S5A	Fix the validation of CPVMs states in multiple zones (#13021)	Applied	42123d730fb527973d1bd032b81ef1da22efb0c0	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Include zone context for console-proxy VM handling.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
0bbea20062654d4b634e5aef4b41bbd33746faf3	S5A	server: fix NPE when migrate vm away with volumes (#13131)	Applied	1833af06d246ca73c8e42ecab027becc21da5678	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Avoid null dereference in migration-away path.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
a4b102fb3f99cfe45e3aab813d43e161efe59866	S5A	Fix skip DRS for a VM (#12994)	Adapted	811f4322ff4b512f62afe7b4c3c7abdba794c968	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Read skip-DRS from persisted VM details in a batch; retain Europa KVDO exclusion without restoring old getDetails behavior.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
ec2d3ea1e6d186964760c8d2ab33d3164715e1b5	S5A	Fix `findHostsForMigration` never returning hosts from other clusters (#13452)	Already Satisfied	2b4035e1fb03810ae572bb18fafabb74c22babc7	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Baseline already keeps user VM storage motion zone-wide and system VM pod-scoped; exercise actual allocator plans including null KVM version, no-storage-motion and permission/UEFI negative cases.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
2bc8d29973366f0555d779afd83f6ed2bc538a84	S5A	Don't allow adding of existing host to another zone, pod or cluster (#13182)	Adapted	e8fd38403dd57ca1b4b6427f0f70488fa98404f4	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Reject duplicate host IP and immutable zone/pod/cluster changes while preserving Europa discovery and storage access-group signatures.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
64ac0822b439d71796108f0f41485b61e3b8b395	S2	merge conflict fixes (#13046)	Adapted	64aab6213c536bd47170ac737363af93b3c8d530	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Retain existing per-import dynamic resource reservation and S4 CheckedReservation cleanup; fix VDDK api-call typo without reintroducing obsolete outer CPU/RAM reservation.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
17e5947a6d2cea3ced8d892e13d04b4e838f8d8e	S2	server: add removed Tests for listHostsForMigrationOfVM and fix test failures	Adapted	64aab6213c536bd47170ac737363af93b3c8d530	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Use full-flow Europa migration-scope tests rather than importing tests coupled to an absent upstream optimized refactor.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
24fd90a24878c56fb48934b95ca6664c5f519828	S2	server: fix build failures after merge-forward	Already Satisfied	2b4035e1fb03810ae572bb18fafabb74c22babc7	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	ManagementServerImplTest imports are already unique and compile with Europa migration fixtures.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
7fc063ec13df5b4ae3dfd32242396e7e68436608	S2	build: fix after forward-merge	Adapted	64aab6213c536bd47170ac737363af93b3c8d530	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	Reconcile duplicate-host logic with 2bc8d2997336; keep single TemplateUserDataDao import and the S3 AccountManager Ternary contract.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
3e688b0197863bd35635d7e0999b91a35b692ac6	S2	Merge tag '4.22.0.1' into 4.22	Already Satisfied	2b4035e1fb03810ae572bb18fafabb74c22babc7	8a4f0b5fec734cbe5d8c28cbffc1a599cfb0b19d	https://github.com/ablecloud-team/ablestack-cloud/pull/1024	All in-scope side commits are resolved. Actual remerge diff preserves running/disk snapshot guard, selective custom offering restoration, import optional NIC argument and per-import cleanup. Europa already contains these choices; retain current CheckedReservation and S3 API-key ownership behavior.	Local noredist/simulator regression, UI351, actual MySQL fresh/whole014/S4 upgrade/DDL failure replay and management API; official Actions and source details in s5a-verification.ko.md. Hardware scenarios are separately tracked in #1025 after all code merges.
