# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
source_sha	workstream	subject	decision	initial_europa_sha	verified_source_sha	pr	equivalent_source_sha	review	verification
ae177a165561fe77436d70c3d5b5a229e67846b9	S3	Fix: KVM Direct Download URL injection	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	Full source patch reverse-check succeeds on Europa	NFS/HTTPS/Metalink downloader tests; TemplateUrlValidationOrderTest; exact final-path review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
1853435185f5b2712fd605a1a9a2df726b2ce5dc	S3	Fix RESTRICTED_TOKENS typo issue (#12709)	Applied	4171a8afd28f9aac22e7ec86d998036863d68e8d	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	Complete Maven regression; API dispatch/context/servlet/server and dependency linkage review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
4beab943f2ae5d8705dbaf2f9b5e51702fbc58a8	S2	Add draft project security threat-model document (#13293)	Applied	64a8c33015fdd52236dbdb030cec9a27a36d96b4	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	Security-document path/reference review and Actions License Check; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
9e8855a6f5288c043f430b8070afc0ec857ccf77	S3	Add async job event bus publisher (#12971)	Applied	9ecfaf78f38ed443ee5c38782ab35a0339cfa50c	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	AsyncJobManagerTest/AsyncJobManagerImplTest/AsyncJobDataHelperTest; PasswordMaskingTest; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
33c3967b6b636ff50a644be8f445c558b5076051	S3	Add per-domain OAuth (Google, GitHub) provider support (#12702)	Adapted	0263f194c48c8815cb65ba36ddba83bdf89919c9	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted preserving Europa DB idempotence HA details Korean locale login runtime flags and footer	OAuth2 module 95 tests; real signed-token and request-flow fixtures; provider access tests; DB migration fixture; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
d35c1cd3ffe627494d52ec5db7a3443adbcfc5e7	S2	Remove the duplicate configkey json.content.type (#13264)	Adapted	5125d0a1d53cd43221b46f0359bdcd329286564a	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted preserving POST and timestamp enforcement	Complete Maven regression; API dispatch/context/servlet/server and dependency linkage review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
2eb9820f3cb42e232ab01a1c340cd90b62844499	S3	framework-jobs,server: fix password obfuscation for job result and password with display=false (#13388)	Adapted	a292f718b90ee2cdd766c2293a439374e4ac1c6a	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	AsyncJobManagerTest/AsyncJobManagerImplTest/AsyncJobDataHelperTest; PasswordMaskingTest; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
38b674f4426fa8a9ab72ce485b1bdad62e2f1e4f	S2	Add AGENTS.md + SECURITY.md wiring for security-model discoverability (#13554)	Applied	e1c2cce3bcb6008b154d05f4ebccee3ac0c52465	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	Security-document path/reference review and Actions License Check; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
d2a3bd1aa78a516f47d5cf683bbb1327a121a4b8	S2	Rename draft-THREAT-MODEL.md to THREAT_MODEL.md (#13599)	Applied	e05e08ffaad8514e76bde2b6d4d1b9ab87c9c5cb	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	Security-document path/reference review and Actions License Check; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
121d93164cbcbc273271905b5db72eaff895c690	S3	oauth: api: add missing version since (#13890)	Applied	5bd7d7048f200e632d3ada5e28c976053ab0b7ab	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	OAuth2 module 95 tests; real signed-token and request-flow fixtures; provider access tests; DB migration fixture; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
64178ead02d18ec565ede449754bfad98799e857	S3	Add missing project cleanups while deleting/moving user (#13817)	Adapted	36ee9bf06a555e7f176f8bd60c266bc960ead3ec	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted cleanup replacement preserving two-factor API import	LDAP module regression and retained Europa response UUID contract; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
2b78432edf3974ad24a1768d79e50aca81f46de7	S3	Revert `registerUserKeys` back to a synchronous API (#13896)	Adapted	5d786f6b13742a33e394692203f5b66f979d0248	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted locale preserving Europa strings	AccountManagerImplTest; dynamic role checker; RegisterUserKeysCmdTest; actual HMAC authentication fixture; DB preservation; UI key creation; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
4bfeb96c96fab6e0fdca00bb4039a7fa09433497	S3	API key pair restructure follow-ups (#13828)	Adapted	1659037a5b242cb12352ba886b6f80302f66868f	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted source hunks without unrelated parent account APIs	ProjectRoleManagerImplTest and ProjectRoleBasedApiAccessCheckerTest domain boundaries; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
5dcb8abaf34a3e483dc132df6724ef61e0cddcb4	S3	Fix checkRoleEscalation performance and bugs in access checking (#12973)	Adapted	83ec318eeef926b75eaf8b4e700117426673eca7	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted role cache and escalation logic preserving API-key permissions and user privilege methods	ProjectRoleManagerImplTest and ProjectRoleBasedApiAccessCheckerTest domain boundaries; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
9b9d0cf63be733116b2ec40e20491ebe0a9a7d95	S3	api,server: improve async job storage	Adapted	71dde04e9d63de9f46ae76700cdd454c9de342fe	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	AsyncJobManagerTest/AsyncJobManagerImplTest/AsyncJobDataHelperTest; PasswordMaskingTest; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
72bdf5989bd8060e472acfc9baee4ead2aa34835	S3	add access validation for the deleteUserData, linkUserDataToTemplate and resetUserDataForVirtualMachine APIs	Adapted	9e8b9b740b5aa9e12ccde0b3080bcd38810e5fb7	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted preserving Europa Spring test imports; Spring UserDataDao fixture wired	UserDataManagerImplTest and TemplateManagerImplTest access-denial cases; inherited BaseDeployVMCmd ACL review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
d463cb42a84726b7def26d06f008f77157983b5e	S3	api: add ACL on ApiConstants.USER_DATA_ID	Applied	e68be31f287f6b0798875a9b50195aee4a5d082d	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	UserDataManagerImplTest and TemplateManagerImplTest access-denial cases; inherited BaseDeployVMCmd ACL review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
a72f60519f52673a6d28d4ba2441edd2850bf727	S3	ldap: improve config access	Applied	5f9cec8e9d023d4326636cb2c43b007134065b1e	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	LDAP module regression and retained Europa response UUID contract; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
6b9fdd0d06c713afbe27d48a14341461c00274ec	S3	Add proper access check before proceeding with adding or removing nodes from a CKS cluster	Applied	855bba5084a96ab0efa2a904bd28787a30911279	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	KubernetesClusterManagerImplTest and cluster access regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
56ad044865bc539231a27fcb459326674b0d1fa5	S3	api,server,kvm: improve backup repository mount handling	Adapted	96a8046e69d8d4f031fb278139bca26ca8868326	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted argv mount preserving Europa restore extension; preserved timeouts, file-based RBD XML, Linstor raw format and cache mode	BackupManagerTest; LibvirtRestoreBackupCommandWrapperTest 14 cases including argv/timeout/RBD XML/Linstor/cache; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
443f20bf1c0b1bdf38b57a7b47764469830363c8	S3	Allow only authorized users to add and list entity's annotations	Applied	8f5f91593d819659e62872d3695bcae22cf6383e	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	AnnotationManagerImplTest and AddAnnotationCmdTest authorization cases; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
a40d068228ddece0da794490d48db97d3e3591bb	S3	Restrict domain admin access to project roles within their own domain and add tests to cover perm check for proj role permissions	Applied	607c1eeae77274356fcd6314e554027d4e669d86	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	ProjectRoleManagerImplTest and ProjectRoleBasedApiAccessCheckerTest domain boundaries; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
8221f6251159f9bb7c2c1171ad6e806adece686c	S3	webhook: improve deliveries access	Adapted	eddf94400b88e126519b898795afddb653c976a5	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted access checks retaining case-insensitive scopes and existing webhook filter tests	Webhook module 253 tests including owner/domain access and destination URL policy; UI regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
fb758afbbc3285d13e31088afee53572fb439dce	S3	server: fix access for disable user 2fa	Applied	8fe9a996e53e49252e99756089dd5725db54d53d	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	AccountManagerImplTest and role/project regression; UI contract review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
6c0e152ad2fd506868484eb97f8f26495fded5f5	S3	Upgrade axios to 0.31.1 which has the config merge fix	Adapted	62fa539d863d963a6c7f21ec7c53a9cfd4786ad1	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	UI npm ci/lint/production build; 28 suites and 343 tests; semantic locale/Europa extension review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
53a7c294658c62e3fa4fb421907875f34959f875	S3	Fix issue in direct download and NFS templates	Applied	b663fc7f84a5b8588ed13e1ac58c6c8bae1cc849	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	NFS/HTTPS/Metalink downloader tests; TemplateUrlValidationOrderTest; exact final-path review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
f52f9da27bc14262f536043c9dc85e61e7364d5a	S3	Prevent command injections in get/run diagnostics API	Applied	cce5c37db3250548621c0a22bcbf032b3c7c8af1	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	DiagnosticsServiceImplTest and DiagnosticsFilesListFactoryTest; HTML escaping and UI regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
aa77259f4815bade194ada7ff4ee63a75b1cbec8	S3	oauth2: improve list providers api for access	Adapted	bc3cdd77e550df1b9a39448d62d37e4cb1ebe373	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted secret access gating to per-domain OAuth	OAuth2 module 95 tests; real signed-token and request-flow fixtures; provider access tests; DB migration fixture; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
b98e1f568c6ff8f817a44de67a97f67220397600	S3	oauth2: improve google provider flow	Adapted	c38b49453ca289ab0940eb4550b7d008eb219cc8	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted using final tag per-domain Google merge resolution; request-scoped flow cache and verified email	OAuth2 module 95 tests; real signed-token and request-flow fixtures; provider access tests; DB migration fixture; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
1790275babdfc4eadd86d71517c36a0ef0097d31	S3	webhook: additional check for payload url	Adapted	24e8aeb2779f2508e9808f117da10901d753dde5	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted URL policy preserving RootCA SSL context webhook filters cache and CompletableFuture	Webhook module 253 tests including owner/domain access and destination URL policy; UI regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
f2df4d9754a66179d4a86adef992c150073abf43	S3	saml: reject signed SAMLResponse when IdP has no signing certificate registered	Applied	8f8c9117802228c06c0bda215c6e0218c00c5b0f	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	SAML module 41 tests including real response/assertion signatures and registered IdP certificate fixtures; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
9c32086e605fceda5a6417ba3306dc80cc87163f	S3	Restrict listHostTags to hosts dedicated to the caller's domain (including sub-domains and accounts in a domain)	Applied	237d06b1af2cba3017225feddd69ac607ab28697	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	QueryManagerImplTest host-tag domain/account dedication cases; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
90f6b2a4cd5cb479dc62f1c5d4c46f9d41e53ebe	S3	Validate URL before obtaining remote size	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	Europa HypervisorTemplateAdapter.prepare validates URL before remote size in both ISO and template flows; upstream reservation restructuring absent	NFS/HTTPS/Metalink downloader tests; TemplateUrlValidationOrderTest; exact final-path review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
2a027330579f85c4bf8939dcf1986bfe43571161	S3	Escape HTML in username, VM display name and diagnostics output	Adapted	48b468dac7e26f7b8fb677ec96fca1c364c3f8a2	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted retaining Europa fast clone and backup controls	DiagnosticsServiceImplTest and DiagnosticsFilesListFactoryTest; HTML escaping and UI regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
f8a3762f0767f44f52db2d656208359f9601b5d3	S3	do not send jetty version on failure to start (#13744)	Applied	713b5656cecdd669329da2c231fb84c39530ee9d	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	cherry-pick	Complete Maven regression; API dispatch/context/servlet/server and dependency linkage review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
69fc541737e5fd98b170f5df8e359e2f6c5aaff6	S3	server: ignore projectid=-1 for finding owner (#12695)	Adapted	5044b3e2353f08d91212e005dbcdbc06d0c0b120	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	-	adapted import preserving UuidUtils	AccountManagerImplTest and role/project regression; UI contract review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
18c1a30028d7a5e42d8ccb454873163958f0c2cf	S3	Allow only authorized users to add and list entity's annotations	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	443f20bf1c0b1bdf38b57a7b47764469830363c8	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	AnnotationManagerImplTest and AddAnnotationCmdTest authorization cases; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
30e6abb63fbacd2b7b61216d38730f810ac4eaaf	S3	Restrict domain admin access to project roles within their own domain and add tests to cover perm check for proj role permissions	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	a40d068228ddece0da794490d48db97d3e3591bb	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	ProjectRoleManagerImplTest and ProjectRoleBasedApiAccessCheckerTest domain boundaries; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
4ae69bc7fd3ee63971609a86784823180b21dc28	S3	Restrict listHostTags to hosts dedicated to the caller's domain (including sub-domains and accounts in a domain)	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	9c32086e605fceda5a6417ba3306dc80cc87163f	Production hunks identical; upstream test import layout and existing HostTagsDao fixture differ	QueryManagerImplTest host-tag domain/account dedication cases; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
e6640803ed937a6f557b46f4ab2cac90c9b3eb48	S3	webhook: improve deliveries access	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	8221f6251159f9bb7c2c1171ad6e806adece686c	Exact stable patch-id duplicate of integrated source; validate adapted final behavior	Webhook module 253 tests including owner/domain access and destination URL policy; UI regression; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
bbd37271c6211e54947fb807e61eb6f1aeab42ae	S3	Validate URL before obtaining remote size	Already Satisfied	-	e086c2433302499068ccfea6ae41b3e642554297	https://github.com/ablecloud-team/ablestack-cloud/pull/1009	90f6b2a4cd5cb479dc62f1c5d4c46f9d41e53ebe	Same validation-before-size behavior; Europa adapter already enforces this ordering. Actual adapter negative URL-before-size test included	NFS/HTTPS/Metalink downloader tests; TemplateUrlValidationOrderTest; exact final-path review; full local 11704 tests (0 failures/0 errors/14 skips), UI343; final source Actions PASS; s3-verification.ko.md
